,stock,snp500,industry,oil,cci,bci,class,trend_slope_prior,trend_slope_post,sector,cluster
95,CHTR,0.7258324102401038,0.4978423988032024,-0.9302304270010083,0.9489930054125452,0.9600240938741588,no change,-0.0193551125541191,-0.0193551125541191,Communication Services,11
96,CI,-0.7672894756562836,-0.09226194635814203,0.887909585994063,-0.8551895973099845,-0.8474848218954265,decreasing,-0.15840178767060922,-0.15840178767060922,Health Care,19
97,CINF,0.43016952562513106,0.18939325756375522,-0.40929582167506984,0.703000134847964,0.6486179605284964,increasing,0.013481538443383179,0.013481538443383179,Financials,5
98,CL,0.4904514775444085,0.07593468937497552,-0.38461574665177817,0.4239353659229191,0.40075357794591104,increasing,0.005974599684792003,0.005974599684792003,Consumer Staples,5
99,CLX,0.7147737906049436,-0.03999346391947484,-0.6510439441438638,0.4137613661063757,0.40792467190831705,increasing,0.09386891009760838,0.09386891009760838,Consumer Staples,5
100,CMA,0.29498896863203045,0.226517151842772,-0.4432436330608522,0.7430987315198504,0.7376426932893679,decreasing,-0.17052620335629112,-0.17052620335629112,Financials,1
101,CMCSA,0.8388979712221464,0.5098575750425488,-0.9051087343793918,0.8677077435061614,0.867892363814104,increasing,0.04925084243826315,0.04925084243826315,Communication Services,5
102,CME,0.6651671205169691,0.20040257030583972,-0.5451851983409227,0.781039396174266,0.7445666787173283,increasing,0.05312094956765443,0.05312094956765443,Financials,5
103,CMG,0.48933338990458625,0.19270884243428596,-0.29134329852567586,-0.08240411333855867,-0.04374767603622089,increasing,2.2007778896952934,2.2007778896952934,Consumer Discretionary,5
104,CMI,0.05888695599269142,0.18319287103393012,0.13217293431272706,-0.3476126737925503,-0.32346991827358684,increasing,0.06038046775925369,0.06038046775925369,Industrials,5
105,CMS,0.057693385072392536,0.14141097101763095,-0.06834111829194775,0.3153693647195404,0.2886049615623141,no change,-0.012564266207348617,0.01220678789862271,Utilities,4
106,CNC,-0.3036147687670623,-0.05933162007621592,0.2856639185384335,0.010386837680916696,0.0060498080675300695,decreasing,-0.10382766075412087,-0.10382766075412087,Health Care,1
107,CNP,-0.49512049461437924,0.2113974594375955,0.7414057320308808,-0.5943537937470942,-0.6112313121216244,decreasing/RTC,-0.007861293491254542,0.021348459070379085,Utilities,3
108,COF,0.7986538811835712,0.25750475017546337,-0.8871714614032827,0.9305164407711226,0.935177716404789,decreasing/RTC,-0.05008072881117693,0.1958337148030599,Financials,20
109,COO,0.8893061845915684,0.13887595259395677,-0.7232163157661817,0.6694138274359995,0.6507992022642777,increasing,0.476372609298195,0.476372609298195,Health Care,5
110,COP,-0.7209236875823961,0.6085850221001099,0.9753506160251084,-0.8204571528692784,-0.8298681511386807,decreasing/RTC,-0.09708216142262693,0.28874681260850693,Energy,3
111,COST,0.35817257555991194,0.10839729574869389,0.1479056985525527,-0.030827531726873674,-0.04942188011520728,no change/RTC,-0.05016639835231907,1.1822964650280072,Consumer Staples,9
112,CPB,-0.754981722268515,0.10473568697186877,0.8193275902455461,-0.8451468691140069,-0.8645832941186198,increasing/RTC,0.032526344395011994,-0.11385188632541232,Consumer Staples,2
113,CPRT,0.5451390761273662,0.25029109010503064,-0.18074592016094684,-0.13702078069359513,-0.1310182027168585,increasing,0.16638990751185215,0.16638990751185215,Industrials,5
114,CPT,0.6702297901039219,0.6222501192511668,-0.7139658903872471,0.9294709399711154,0.914738448851039,decreasing,-0.06670798703071174,-0.06670798703071174,Real Estate,1
115,CRL,0.7217742577526423,0.11696462933088837,-0.916773028245126,0.8900234219815318,0.9061987303034071,decreasing,-0.031064007046749272,-0.031064007046749272,Health Care,1
116,CRM,0.8733519819161818,0.2752326037777577,-0.854917611117486,0.7196688085155076,0.7327669102449443,increasing,0.35422629546001005,0.35422629546001005,Information Technology,5
117,CSCO,0.922264365406895,0.281938438644701,-0.7577222590490937,0.7350155788469108,0.7167842473477936,increasing,0.03387424551867748,0.07806402961320005,Information Technology,5
118,CSGP,0.36593848180202493,0.20383504598234023,-0.3159713951469059,0.0017427795151145867,0.06365257841386565,decreasing/RTC,-0.02304630510786696,0.12116762191530259,Industrials,20
119,CSX,0.8582352333150707,0.18034972023749798,-0.4818778893446458,0.6281019103779577,0.6015332591298254,no change,-0.0008780805129177022,0.014194414350721572,Industrials,11
120,CTAS,0.08789934609212467,0.17923900638133852,0.3730740300638251,-0.612573159797935,-0.6047538753671106,increasing,0.3715173041466439,0.3715173041466439,Industrials,5
121,CTLT,0.5033346983167669,0.05778389591675307,-0.8366825198634552,0.9179412461346983,0.9271859258383628,decreasing,-0.1478735825111126,-0.1478735825111126,Health Care,1
122,CTRA,-0.6830162745507177,0.5209483064706821,0.7642254702321968,-0.5279367873377039,-0.533248583261429,decreasing,-0.015000001660415103,-0.015000001660415103,Energy,14
123,CTSH,0.7608445092304638,0.17557390085448452,-0.66189712791131,0.8747480029827708,0.8444031287214755,no change/RTC,-0.004201027038737197,0.1350001335144043,Information Technology,8
124,CTVA,-0.770303141206692,-0.036674110900228825,0.9656553805025779,-0.8489344400886681,-0.8606306737379136,decreasing,-0.034654629240610316,-0.034654629240610316,Materials,19
125,CVS,-0.001326024776523009,-0.006296164309451073,-0.10275423113234786,0.4469320804806779,0.4395816163310452,decreasing,-0.15566675821940104,-0.15566675821940104,Health Care,1
126,CVX,-0.6995812168463734,0.6149560404776377,0.9816568720875565,-0.7881681435634026,-0.8154285727736557,decreasing,-0.05403908697002953,-0.05403908697002953,Energy,14
127,CZR,0.8145822140166267,0.3240382447994656,-0.8761846884814577,0.8862270700667958,0.8963433605416691,increasing,0.018571172441755025,0.2601021552572445,Consumer Discretionary,5
128,D,0.23293002732667684,0.021939482089770316,-0.49645240952188574,0.7451197641191026,0.7473815549690632,decreasing/RTC,-0.11461873220200705,-0.012124118948341311,Utilities,20
129,DAL,0.7502669272708552,0.23473358790411092,-0.36429107129974125,0.36341236179111086,0.35184862773375625,increasing,0.01960628799029759,0.19270832538604737,Industrials,5
130,DD,0.7598245348474543,0.10796692940727518,-0.3699600340298135,0.42511857462099784,0.3772196190356329,increasing,0.08602869013945261,0.1882045825706396,Materials,5
131,DE,-0.07970672662416416,0.11597938677362093,0.5440884628515712,-0.48525467306792724,-0.5058851460323563,increasing,0.11183507491131219,0.11183507491131219,Industrials,5
132,DFS,0.8099732294698984,0.2445344004271802,-0.7313419864628734,0.7112074956559247,0.7136350989288641,no change,0.010806992641075226,0.0587387431751598,Financials,11
133,DG,-0.4894414502259773,0.01569929508902367,0.09878425474673765,0.05586330251299239,0.07018921436558487,decreasing,-0.21730224175442614,-0.13913030209748642,Consumer Staples,1
134,DGX,0.4649584872444913,0.11090237242930111,-0.4103739449355003,0.3602951552955763,0.351906296571082,increasing,0.04235377385066105,0.09458995382114091,Health Care,5
135,DHI,0.49374691486007677,0.2095765833247721,-0.09059511798409019,-0.2052391239343645,-0.21447300308363726,increasing,0.2399999656804828,0.2399999656804828,Consumer Discretionary,5
136,DHR,0.5976798349111033,0.09901323019400775,-0.8554767864530599,0.8303939894716408,0.8603896411071194,decreasing,-0.16330607903802558,-0.16330607903802558,Health Care,1
137,DIS,0.7212617616423845,0.4957681187412451,-0.9187730317186403,0.9221391637645048,0.937035193745306,decreasing,-0.0753498152044188,-0.0753498152044188,Communication Services,1
138,DLR,0.7611633378070044,0.6037119485999416,-0.8547173279306833,0.9463385427041291,0.9434334008811871,decreasing/RTC,-0.09319703385390976,0.49902946164148937,Real Estate,20
139,DLTR,-0.48684543072400377,0.1548218596536692,0.7707156695229219,-0.5614670777693844,-0.600955950599233,no change,0.012716080143981116,0.012716080143981116,Consumer Staples,18
140,DOV,0.8832470840429149,0.22994374238954937,-0.7418545747904114,0.6965187449686436,0.6795339650448254,increasing,0.07678202839070172,0.07678202839070172,Industrials,5
141,DOW,0.4860510849460736,0.14886864807335054,-0.36192140230474906,0.6267505073985035,0.5740955734749696,increasing,0.02360503074961021,0.02360503074961021,Materials,5
142,DPZ,0.7487481669790207,0.28407677951436244,-0.8979439564550845,0.8828838877435283,0.8975152159305135,decreasing/RTC,-0.2768521612635644,2.024445003933377,Consumer Discretionary,20
143,DRI,0.44677513835214844,0.21380024466763947,-0.08397263762278451,-0.1926635094213307,-0.18527721583426557,increasing,0.13684074666969565,0.10291014314956182,Consumer Discretionary,5
144,DTE,-0.034492492205864124,0.14090277204608925,-0.04285989729049996,0.29665440062871673,0.29219390917148264,decreasing,-0.04448715780716343,-0.04448715780716343,Utilities,1
145,DUK,0.09044883979664255,0.10487090027398627,-0.2321914631139419,0.4978816968476793,0.4777637530042145,decreasing/RTC,-0.03766188167566689,0.03708330790201823,Utilities,20
146,DVA,0.7848895198745902,0.1047205047178608,-0.8066684158059727,0.7922164355786171,0.7998317298731277,increasing,0.11356776775700031,0.11356776775700031,Health Care,5
147,DVN,-0.7326328515857115,0.5502244519324296,0.8300049110244198,-0.5449075018594415,-0.5563315024598388,decreasing,-0.10577548071827403,-0.10577548071827403,Energy,14
148,DXC,0.5401735964587504,0.11390235095387864,-0.7494885100640709,0.8788746897654938,0.8813692268543707,decreasing,-0.00809691529558618,-0.00809691529558618,Information Technology,1
149,DXCM,0.7131244696301016,0.12196794882946274,-0.48645805687350885,0.31403585219468155,0.3279330395940526,increasing,0.1510924651843159,0.1510924651843159,Health Care,5
150,EA,0.5902169948604308,0.35806896151959444,-0.6693617738571903,0.6054959440092232,0.648743319259974,increasing,0.012000137329101563,0.012000137329101563,Communication Services,5
151,EBAY,0.8090918979206682,0.3230454736078714,-0.9173041075449611,0.8853800222216646,0.8968295588810569,increasing,0.013245521117148926,0.013245521117148926,Consumer Discretionary,5
152,ECL,0.8944882111963092,0.05318444028859052,-0.917563553724112,0.7890563696308073,0.801903654933799,increasing,0.1798550934350791,0.1798550934350791,Materials,5
153,ED,-0.5844107639600171,0.19018210892109613,0.8462334863167382,-0.7534441179952626,-0.7831620670887397,increasing/RTC,0.01633123620485287,-0.04543568871238015,Utilities,2
154,EFX,0.9100836720412548,0.21778960911121634,-0.8445550009703008,0.7555984167799611,0.7557353484247658,increasing/RTC,0.09746519724527994,-0.19556340938661157,Industrials,12
155,EG,-0.246781581610866,-0.12783431413522228,0.64843224970403,-0.757217934730527,-0.7937809702022924,increasing/RTC,0.6556180558114681,0.12738006672960647,Financials,2
156,EIX,-0.009456075258169539,0.15024532293065873,0.502099321514846,-0.46994944930606486,-0.5181388506738812,increasing,0.03484183790046217,0.03484183790046217,Utilities,5
157,EL,0.6309243978477844,-0.08045701283719636,-0.8338096094416478,0.8856341421335098,0.8765316533276697,decreasing,-0.2544520939269401,-0.2544520939269401,Consumer Staples,1
158,ELV,-0.6588384851498471,-0.09211868239372518,0.8727988844569983,-0.6140879604029957,-0.6422522734934307,decreasing,-0.20885677596742955,-0.20885677596742955,Health Care,19
159,EMN,0.7454727088766623,0.1330147376659806,-0.7338217151747758,0.9252956106934243,0.8974751529763156,no change,-0.0017420755101947767,-0.0017420755101947767,Materials,11
160,EMR,0.6507295827438729,0.1720865748307113,-0.5644849991440396,0.6301905281813621,0.637712126086094,no change/RTC,-0.000622333678524051,0.26595457250421695,Industrials,8
161,ENPH,-0.5670887938064412,-0.15670125213198607,0.43563440707317225,-0.444135828138349,-0.3962298823919024,decreasing,-0.6623462509766548,-0.6623462509766548,Information Technology,22
162,EOG,-0.6608949981713501,0.6079995730092785,0.9530421828563117,-0.707834309948645,-0.7304491098055506,decreasing/RTC,-0.07087107630862872,0.39066870689392086,Energy,3
163,EPAM,0.5647411052634672,0.16581480847543237,-0.855727998489965,0.7703761338178646,0.7997603038653335,decreasing/RTC,-0.7401742214626736,0.31225367104134905,Information Technology,20
164,EQIX,0.870594327288063,0.345597923716136,-0.6876015148660345,0.5327261365463052,0.528791412282715,increasing,0.7464501220776727,0.7464501220776727,Real Estate,5
